case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth2_non_urgent_nu_310,"Excuse me, I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_371,Please! My baby is choking on something! They're turning purple! I can't get it out! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_508,"I have a question, My back has been hurting for like 2 minutes. Nothing sudden, just wondering if I need the ER. Thanks.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_772,"Hi, I want to report There's a couple fighting at a coffee shop. Yelling and pushing. No weapons. One person has a bloody nose. Thank you.",synthetic_v2,crime,URGENT,0
synth2_critical_crit_259,Help! I just heard gunshots gunshots and someone is lying on the ground not moving! We need help now!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_365,"Yeah hi, My neighbor's tree is leaning over my property. It might fall. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_321,Oh my God! My kitchen caught fire and now the whole apartment is burning! I barely got out! They're dying!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_736,"Hello, My alarm system went off by mistake. False alarm. Sorry about that. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_146,There's an active shooter at a construction site! People are running! I can hear gunshots!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_509,"Hello, it's not urgent or anything but A car has been parked in a handicap spot without a permit at the shopping mall. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_498,"Good evening, it's not urgent or anything but False alarm. The fire alarm went off from cooking smoke. Everything's fine. Thank you.",synthetic_v2,fire,NON_URGENT,0
synth2_urgent_urg_176,"Yeah hi, We need assistance, Someone spilled hot oil on themselves at the park. Burns on their arm and chest. um, Conscious and in pain. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_466,"Hi there, I'm calling because Pedestrian got clipped by a car in the elevator. They can walk but their hip is hurting badly. Please send help.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_100,"Hello, I'm calling because There's a small fire at a bus stop. Smoke is coming from a trash can. It could spread. How long will that take?",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_561,A kitchen fire in the backyard. We used the extinguisher but there's still smoke and it might reignite.,synthetic_v2,fire,URGENT,0
synth2_urgent_urg_70,"Hello, I need help, Pedestrian got clipped by a car in the backyard. They can walk but their hip is uh, hurting badly.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_327,"Yeah hi, not sure if this is the right number but There's a van parked in my neighborhood that I've never seen before. No markings. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_47,Someone Someone got stabbed at the gym! They're bleeding really bad! Blood is pooling on the ground! Please come quickly!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_233,"Hi, Something happened, There was a fender bender and now one of the drivers is complaining of neck pain. They don't want to move. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_722,"Hi, I have a question, Someone stole my bike at a laundromat. I just noticed it's gone. Let me know what I should do.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_505,"Hello, My mailbox was knocked over. Looks like a car hit it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_393,"Hello, I need to report something, There was a fender bender and now one of the drivers is complaining of neck pain. They don't want to move. What should I do?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_716,"Excuse me, There was a fender bender and now one of the drivers is complaining of neck pain. They don't want to move. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_43,"Good evening, I'm calling because There's a like, couple fighting at a construction site. Yelling and pushing. No weapons. One person has a bloody nose. Please send help.",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_701,"I just wanted to let you know, My 69 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_20,"Good evening, this isn't really an emergency but A car has been parked in a handicap spot without a permit in a dorm room. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_514,I want to report a found cat. It's been in my yard for days. Thanks.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_93,"Hey, I just wanted to let you know, Construction noise in the backyard at night. They're drilling and it's past quiet hours. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_46,"Hey, I lost my phone at the beach. Is there a lost and found? Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_77,My 11 year old female just had a heart attack I think! They're unconscious! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_6,"Hi there, Something happened, There's a small child alone at a construction site. No parent around. They look scared and lost. Can you send someone?",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_595,"Yeah hi, False alarm. The fire alarm went off from cooking smoke. Everything's fine. Thanks for your help.",synthetic_v2,fire,NON_URGENT,0
synth2_critical_crit_340,Jesus! There's an active shooter at a bus stop! People are running! I can hear gunshots! They're dying!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_182,"Hi, not sure if this is the right number but My neighbor is burning leaves in their backyard. The smoke is coming into my house. Thank you.",synthetic_v2,fire,NON_URGENT,0
synth2_urgent_urg_240,"Yeah hi, Can someone come? There's a couple fighting on the rooftop. Yelling and pushing. No weapons. One person has a bloody nose. What should I do?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_468,"Yeah hi, I'm calling because There was a fender bender and now one of the drivers is complaining of neck pain. They don't uh, want to move. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_32,"Hello, There's a situation here, My 23 year old is having a seizure! It's been going on for about 20 minutes. What do I do? How long will that take?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_217,"Hi, My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? No rush.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_723,"Hi, this isn't really an emergency but Big pothole on the road on the street. Someone's gonna damage their car. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_680,"Hi, I'm calling because A pregnant woman at a restaurant is in labor. The baby might be coming. She says she can feel it. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_293,my grandmother fell through a glass door and their arm is sliced open! Blood is gushing out! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_112,"Hey, I just wanted to let you know, Loud music from a car in the parking lot for like 2 minutes. It's shaking my windows. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_376,"We need assistance, my roommate burned their hand on the stove. Big blisters forming. Skin is really red. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_118,"I need to report something, A man is threatening people on the highway. uh, He's aggressive and yelling. I don't see a weapon but he's big.",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_333,I want to report Someone spilled hot oil on themselves at a restaurant. Burns on their arm and chest. Conscious and in pain. Please send help.,synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_616,"I have a question, I butt-dialed you, sorry. Everything is fine here. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_791,"Good evening, I have a question, There's flooding on the road at a construction site from a broken hydrant. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_242,"Hello, My neighbor's boyfriend is screaming at her and banging on the door. She uh, sounded scared. Can you send someone?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_798,"Excuse me, A car has been parked in a handicap spot without a permit at a bank.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_419,"Hi there, I don't know what to do, A dog just bit my 25 um, year old! It's a deep bite on the leg. Bleeding a lot.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_558,I twisted my ankle at a church. Can put some weight on it. Is this an ER thing? Let me know what I should do.,synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_649,"Yeah hi, We need assistance, My elderly my sister with dementia wandered off. We can't find them. They've been gone an hour.",synthetic_v2,other,URGENT,1
synth2_non_urgent_nu_667,"Hello, this isn't really an emergency but Someone parked blocking my driveway. Been here for a while now. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_450,Help! My baby is choking on something! They're turning purple! I can't get it out! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_370,"Something happened, A 68 year old fell at the playground. Their arm looks bent wrong, probably broken. What should I do?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_629,"Hi there, I need to report something, Someone is trying to break into my house right now! I can hear them at the back door!",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_569,"I just wanted to let you know, A dog has been barking nonstop for a couple minutes on the rooftop. Owner isn't home. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_536,"Hi, Something happened, A female just started convulsing at a laundromat. I put them on their side. They have a history of seizures. What should I do?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_760,"Hi there, I want to report Pedestrian got clipped by a car at the park. They can walk but their hip is hurting badly. Thank you.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_145,Quick! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_61,Please! My kitchen caught fire and now the whole apartment is burning! I barely got out!,synthetic_v2,fire,CRITICAL,1
synth2_critical_crit_288,Oh my God! There's a huge fire at a restaurant! I can hear people screaming inside! They're trapped!,synthetic_v2,fire,CRITICAL,1
synth2_urgent_urg_742,"Hey, I don't know what to do, my friend has been having chest pains for about 5 minutes. They're screaming in pain. I'm worried it might be their heart. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_381,"Hey, I just wanted to let you know, Stop sign knocked over at the corner at the gym. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_627,"Excuse me, Can someone come? A pregnant woman at a grocery store is in labor. The baby might be coming. She says she can feel it. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_422,Oh my God! Someone has a knife and they just attacked a person at a gas station! Victim is on the ground! Please send help!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_42,"Hi, I want to report My 72 year old can't catch their breath. They're wheezing really bad. um, They have COPD.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_646,it's not urgent or anything but Big pothole on the road at a bar. Someone's gonna damage their car.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_382,Please! a stranger is choking! They can't breathe! I tried hitting their back but nothing's coming out!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_81,"Hi there, it's not urgent or anything but There are teenagers skateboarding in the parking structure. Not an emergency. No rush.",synthetic_v2,other,NON_URGENT,0
